Transaction ID,Sender Bank ID,Receiver Bank ID,Amount (USD),Timestamp,Currency,Transaction Type,Transaction Status,Slice ID,Bandwidth Allocation (Mbps),Latency (ms),Packet Loss Rate (%),Encryption Method,Public Key,Private Key,Session Key,Encryption Time (ms),Decryption Time (ms),QKD Protocol,QKD Success Rate (%),QKD Detection,Attack Type,Attack Success Rate (%),Computational Overhead (%)
T511,Bank3,Bank1,1964,2016-06-08 05:03:00,GBP,Transfer,Failed,Slice1,180,28,0.0013825789901580788,AES,X511,Y511,Z511,4,6,E91,42.141903359640445,True,Replay Attack,8.259906911717597,16
T512,Bank2,Bank1,965,2018-06-28 21:03:00,GBP,Bill Payment,Failed,Slice3,126,27,0.08459993279893707,ECC,X512,Y512,Z512,6,8,BB84,2.9280053131989003,False,Man-in-the-Middle,60.96963626627747,16
T513,Bank3,Bank4,2051,2020-08-13 00:58:00,GBP,Transfer,Pending,Slice3,199,12,0.04454155167480879,ECC,X513,Y513,Z513,6,6,BB84,49.38528667839223,False,Replay Attack,75.51834125311639,14
T514,Bank4,Bank4,326,2015-12-15 07:10:00,GBP,Fund Transfer,Failed,Slice2,82,19,0.043831741067248256,AES,X514,Y514,Z514,9,4,BB84,63.11275351162995,True,Replay Attack,67.69767382132696,20
T515,Bank1,Bank2,767,2020-02-03 12:19:00,GBP,Bill Payment,Pending,Slice1,88,28,0.004388175023135088,ECC,X515,Y515,Z515,4,8,E91,6.220510349595076,False,Replay Attack,71.10210198950703,16
T516,Bank3,Bank4,1031,2015-04-03 21:03:00,EUR,Bill Payment,Pending,Slice2,131,21,0.034241413226215156,AES,X516,Y516,Z516,4,3,BB84,7.814750613757737,False,Replay Attack,71.03435244443936,14
T517,Bank2,Bank1,338,2017-02-14 09:52:00,GBP,Transfer,Successful,Slice2,172,19,0.06203141568576262,ECC,X517,Y517,Z517,4,3,BB84,94.38085812104622,False,Quantum Interception,58.313477667717095,19
T518,Bank2,Bank1,4167,2020-12-24 20:44:00,USD,Bill Payment,Failed,Slice2,90,12,0.048351894068100615,AES,X518,Y518,Z518,7,7,BB84,63.40771827728335,True,Replay Attack,0.8019902074989593,15
T519,Bank2,Bank4,2355,2017-07-24 08:22:00,GBP,Bill Payment,Successful,Slice2,159,28,0.08069717285062025,ECC,X519,Y519,Z519,5,3,E91,24.267731842337316,False,Quantum Interception,81.01571043679732,10
T520,Bank4,Bank4,3711,2020-11-06 01:33:00,EUR,Bill Payment,Pending,Slice3,65,14,0.06257122280994984,ECC,X520,Y520,Z520,9,7,BB84,94.92712305507823,True,Replay Attack,81.63158383286337,22
T521,Bank3,Bank4,1736,2019-08-25 01:11:00,GBP,Bill Payment,Pending,Slice3,50,21,0.016297353100617907,AES,X521,Y521,Z521,6,7,E91,73.13660918950966,True,Man-in-the-Middle,66.44021098455104,15
T522,Bank4,Bank4,2757,2017-12-26 06:43:00,USD,Bill Payment,Successful,Slice3,104,15,0.03963954297465064,ECC,X522,Y522,Z522,6,6,BB84,65.51991950039468,True,Replay Attack,39.322043892411315,17
T523,Bank4,Bank4,4180,2020-12-19 09:25:00,USD,Fund Transfer,Pending,Slice1,122,23,0.06237740905727995,AES,X523,Y523,Z523,7,4,BB84,35.97189416304941,False,Man-in-the-Middle,61.94723906736886,16
T524,Bank1,Bank1,860,2018-08-08 23:13:00,USD,Bill Payment,Pending,Slice2,54,10,0.026373889136801932,AES,X524,Y524,Z524,9,3,BB84,30.21837522776545,False,Replay Attack,49.59381356300197,11
T525,Bank1,Bank1,3095,2020-04-26 01:01:00,EUR,Bill Payment,Pending,Slice1,178,12,0.03167760530999456,AES,X525,Y525,Z525,7,6,E91,79.76855957400858,False,Quantum Interception,11.344842601571415,24
T526,Bank2,Bank1,3226,2020-04-24 21:36:00,EUR,Fund Transfer,Failed,Slice3,100,9,0.06219483890453667,AES,X526,Y526,Z526,9,8,E91,79.27672307702657,True,Man-in-the-Middle,13.0657329767644,19
T527,Bank1,Bank2,4268,2020-02-14 10:55:00,GBP,Transfer,Successful,Slice1,185,25,0.031067822467686537,ECC,X527,Y527,Z527,8,7,BB84,84.62860983833032,True,Replay Attack,27.298827843683128,27
T528,Bank3,Bank3,3739,2015-05-18 04:10:00,EUR,Transfer,Successful,Slice3,138,13,0.062104261025070155,AES,X528,Y528,Z528,7,8,E91,45.22644694650765,True,Replay Attack,65.0813611183364,24
T529,Bank2,Bank2,727,2015-01-24 12:53:00,USD,Fund Transfer,Failed,Slice2,67,22,0.0360028193919388,ECC,X529,Y529,Z529,9,7,E91,64.38215426976343,True,Replay Attack,52.54751422239888,17
T530,Bank1,Bank2,1692,2020-04-17 07:37:00,GBP,Transfer,Pending,Slice3,94,14,0.028544951938200416,AES,X530,Y530,Z530,9,7,BB84,73.34182185580555,True,Man-in-the-Middle,87.11455483178477,14
T531,Bank2,Bank4,1962,2016-09-18 23:33:00,GBP,Transfer,Successful,Slice2,65,9,0.03240310974408263,AES,X531,Y531,Z531,8,3,BB84,14.383735609535863,False,Man-in-the-Middle,33.25133090322871,27
T532,Bank3,Bank4,978,2017-04-16 14:09:00,EUR,Fund Transfer,Successful,Slice2,80,9,0.02632940159016214,AES,X532,Y532,Z532,4,7,BB84,15.318270396981148,False,Quantum Interception,76.43455661422739,27
T533,Bank2,Bank1,490,2019-05-21 06:32:00,GBP,Bill Payment,Failed,Slice3,169,18,0.042452299136586505,ECC,X533,Y533,Z533,6,7,E91,91.84419956099168,True,Man-in-the-Middle,6.048279756916286,12
T534,Bank4,Bank4,2742,2018-03-23 22:35:00,GBP,Fund Transfer,Failed,Slice1,196,11,0.09196971327629387,AES,X534,Y534,Z534,5,7,E91,19.312402250745087,False,Replay Attack,53.54663912092244,17
T535,Bank1,Bank1,4590,2015-05-07 02:40:00,EUR,Bill Payment,Pending,Slice1,145,23,0.025942160303207607,ECC,X535,Y535,Z535,7,3,E91,35.80610287483626,True,Replay Attack,90.64140597966058,13
T536,Bank3,Bank3,3816,2016-03-07 18:16:00,GBP,Bill Payment,Failed,Slice1,199,26,0.033885887732852595,AES,X536,Y536,Z536,9,3,BB84,36.1353518444822,False,Replay Attack,11.22511887404698,15
T537,Bank1,Bank3,1392,2018-09-02 11:33:00,GBP,Bill Payment,Successful,Slice1,79,13,0.04718393754095537,ECC,X537,Y537,Z537,6,5,E91,38.90124624093875,False,Man-in-the-Middle,27.364061391706507,10
T538,Bank3,Bank2,3561,2015-07-23 15:31:00,USD,Bill Payment,Pending,Slice2,179,25,0.03131701560449305,ECC,X538,Y538,Z538,4,5,BB84,20.434640650494007,True,Man-in-the-Middle,66.00806691128045,22
T539,Bank4,Bank2,2284,2015-02-02 12:52:00,EUR,Fund Transfer,Pending,Slice2,163,19,0.08968337859315323,ECC,X539,Y539,Z539,9,6,BB84,87.38653910855506,True,Man-in-the-Middle,39.0241252376758,17
T540,Bank3,Bank2,4869,2020-04-25 15:11:00,USD,Transfer,Failed,Slice3,121,13,0.07133707023583112,ECC,X540,Y540,Z540,9,6,E91,90.1158421158767,True,Man-in-the-Middle,52.96211547085372,25
T541,Bank1,Bank1,2635,2018-02-11 20:33:00,GBP,Bill Payment,Pending,Slice2,180,6,0.0758080662076101,AES,X541,Y541,Z541,8,6,BB84,13.222288571065144,True,Replay Attack,31.257316009997147,24
T542,Bank2,Bank4,1108,2017-03-02 11:52:00,GBP,Transfer,Pending,Slice1,64,21,0.014842178984406852,ECC,X542,Y542,Z542,9,4,E91,71.28150041535002,True,Replay Attack,62.893868314639775,27
T543,Bank1,Bank4,4421,2017-06-15 11:51:00,GBP,Fund Transfer,Failed,Slice2,190,29,0.08299946755995985,AES,X543,Y543,Z543,9,5,BB84,55.71627133335253,False,Man-in-the-Middle,26.886552930935327,23
T544,Bank2,Bank1,3326,2015-07-10 11:25:00,EUR,Bill Payment,Failed,Slice2,123,20,0.01810426537759038,ECC,X544,Y544,Z544,8,5,E91,52.255445745037356,True,Quantum Interception,33.572617720481986,15
T545,Bank2,Bank3,891,2015-02-26 05:22:00,USD,Fund Transfer,Successful,Slice2,60,23,0.09993789749713672,AES,X545,Y545,Z545,8,6,E91,37.081360816216794,True,Replay Attack,10.584082002282102,11
T546,Bank1,Bank3,2772,2020-04-06 18:15:00,EUR,Bill Payment,Successful,Slice1,157,5,0.031566069917824784,ECC,X546,Y546,Z546,8,7,BB84,25.786244350070653,True,Replay Attack,85.81682305137983,27
T547,Bank3,Bank2,1483,2017-07-28 10:07:00,GBP,Bill Payment,Pending,Slice1,190,10,0.06405398732204039,AES,X547,Y547,Z547,8,3,BB84,83.04096564309513,True,Quantum Interception,79.07510754300931,16
T548,Bank1,Bank1,4171,2016-05-03 10:15:00,USD,Fund Transfer,Pending,Slice3,148,6,0.033805992239238525,AES,X548,Y548,Z548,7,7,E91,5.045825607813703,True,Replay Attack,36.18091673411278,13
T549,Bank3,Bank1,2155,2015-02-28 23:48:00,GBP,Bill Payment,Pending,Slice2,195,8,0.0010524089618726862,AES,X549,Y549,Z549,7,8,E91,68.76626208656175,False,Replay Attack,22.620983354268798,19
T550,Bank3,Bank1,4438,2016-07-20 03:53:00,USD,Transfer,Failed,Slice1,125,10,0.0182204006594201,AES,X550,Y550,Z550,5,4,E91,88.92782551978233,False,Man-in-the-Middle,87.42220301998832,23
T551,Bank1,Bank4,377,2016-01-13 22:17:00,EUR,Transfer,Failed,Slice3,116,18,0.08753015889820823,AES,X551,Y551,Z551,6,3,BB84,35.469834369415246,True,Man-in-the-Middle,27.886419812477637,29
T552,Bank4,Bank4,1531,2015-03-19 03:40:00,GBP,Transfer,Pending,Slice2,88,19,0.008709248370266565,AES,X552,Y552,Z552,7,8,BB84,79.08841807390023,True,Quantum Interception,9.216563082496132,27
T553,Bank4,Bank2,4543,2018-11-06 04:52:00,EUR,Fund Transfer,Failed,Slice2,96,11,0.07568356773565628,AES,X553,Y553,Z553,6,6,BB84,46.90909892444601,False,Replay Attack,5.497921503261793,21
T554,Bank3,Bank4,2745,2019-09-17 19:42:00,USD,Bill Payment,Failed,Slice3,63,25,0.030887498600152597,ECC,X554,Y554,Z554,7,5,E91,47.75402589660648,True,Quantum Interception,13.09468534203524,23
T555,Bank4,Bank3,2470,2019-10-22 16:48:00,EUR,Fund Transfer,Pending,Slice1,103,9,0.006110243918789205,ECC,X555,Y555,Z555,4,4,E91,9.419791130391674,False,Replay Attack,14.863901522911338,15
T556,Bank4,Bank1,4898,2017-06-25 17:57:00,GBP,Bill Payment,Failed,Slice1,122,28,0.08311979807657435,AES,X556,Y556,Z556,6,5,E91,90.10796869113386,False,Quantum Interception,44.39736347067019,14
T557,Bank2,Bank2,903,2017-10-25 11:16:00,EUR,Transfer,Pending,Slice3,168,20,0.02589957223006193,AES,X557,Y557,Z557,4,7,BB84,18.34788720111864,False,Man-in-the-Middle,29.327976781623132,21
T558,Bank3,Bank1,1767,2017-02-23 08:58:00,EUR,Fund Transfer,Failed,Slice2,116,29,0.0753052143961223,ECC,X558,Y558,Z558,8,6,BB84,57.08376241572183,False,Quantum Interception,21.84462008099709,21
T559,Bank3,Bank1,2749,2017-01-01 08:20:00,EUR,Fund Transfer,Pending,Slice2,112,5,0.06533598321356314,ECC,X559,Y559,Z559,8,6,BB84,50.56256762569168,False,Replay Attack,7.422380283092411,23
T560,Bank1,Bank3,3356,2017-06-22 13:18:00,GBP,Bill Payment,Successful,Slice2,75,27,0.013668742774730104,AES,X560,Y560,Z560,9,4,E91,37.693597419256996,False,Replay Attack,2.0253566070449147,10
T561,Bank4,Bank2,2859,2016-08-17 09:05:00,USD,Bill Payment,Failed,Slice3,154,13,0.05465740455838278,AES,X561,Y561,Z561,4,6,E91,89.09551807757569,True,Quantum Interception,72.64590449171257,25
T562,Bank4,Bank2,1434,2020-12-24 01:02:00,USD,Bill Payment,Failed,Slice3,65,9,0.09797151095861807,ECC,X562,Y562,Z562,4,8,E91,26.141817702655523,True,Quantum Interception,34.77738800224973,26
T563,Bank3,Bank4,4127,2017-05-14 13:27:00,USD,Transfer,Pending,Slice2,147,25,0.03321291843211726,AES,X563,Y563,Z563,5,5,E91,74.6193526574543,False,Replay Attack,28.55788526710873,25
T564,Bank3,Bank3,1158,2015-12-01 21:24:00,USD,Transfer,Successful,Slice3,79,14,0.06126358044056579,ECC,X564,Y564,Z564,8,3,BB84,94.56486066511913,True,Man-in-the-Middle,47.34413982163069,24
T565,Bank4,Bank1,4513,2017-10-08 22:53:00,EUR,Transfer,Successful,Slice1,79,11,0.05351760451763075,ECC,X565,Y565,Z565,5,7,BB84,48.120725595170214,True,Quantum Interception,33.781393607676755,11
T566,Bank2,Bank1,3657,2018-10-05 06:20:00,USD,Transfer,Failed,Slice1,183,21,0.01863809922597749,AES,X566,Y566,Z566,4,8,BB84,3.2241027595610094,True,Quantum Interception,28.739498856215583,13
T567,Bank3,Bank3,1085,2017-11-26 11:06:00,EUR,Fund Transfer,Pending,Slice1,145,22,0.08358581769337486,AES,X567,Y567,Z567,7,6,BB84,36.74006177707477,True,Man-in-the-Middle,62.41537510443847,27
T568,Bank4,Bank4,3941,2020-12-21 19:17:00,USD,Bill Payment,Pending,Slice1,167,6,0.07248028160763245,AES,X568,Y568,Z568,6,3,BB84,51.28126470449732,True,Replay Attack,2.145614301872778,23
T569,Bank3,Bank1,4119,2017-02-04 14:48:00,GBP,Fund Transfer,Pending,Slice3,154,20,0.08423520273649902,ECC,X569,Y569,Z569,4,4,E91,32.327551004506404,True,Man-in-the-Middle,79.18684314932302,28
T570,Bank4,Bank1,4517,2016-10-04 12:49:00,EUR,Transfer,Successful,Slice2,129,20,0.09842954095532595,ECC,X570,Y570,Z570,9,8,BB84,21.889977949042095,True,Quantum Interception,63.957318381873506,10
T571,Bank3,Bank4,3142,2017-06-13 00:36:00,USD,Transfer,Failed,Slice3,170,13,0.04164961855470936,AES,X571,Y571,Z571,9,8,E91,94.65347256945284,False,Man-in-the-Middle,88.42136498262784,26
T572,Bank1,Bank2,3445,2020-06-29 14:40:00,USD,Fund Transfer,Pending,Slice1,172,16,0.04235744898031044,ECC,X572,Y572,Z572,4,6,BB84,93.88257237529618,False,Quantum Interception,57.505667799156804,28
T573,Bank1,Bank1,4924,2019-08-10 15:36:00,EUR,Fund Transfer,Pending,Slice3,160,13,0.06270661288310392,AES,X573,Y573,Z573,6,4,BB84,30.91718089832909,True,Quantum Interception,26.29872572946459,12
T574,Bank1,Bank3,4322,2017-01-08 19:14:00,EUR,Bill Payment,Failed,Slice1,138,16,0.09250711415173096,ECC,X574,Y574,Z574,5,5,E91,34.62388517753867,False,Quantum Interception,23.535067163106827,17
T575,Bank2,Bank3,3513,2017-11-25 19:13:00,EUR,Fund Transfer,Successful,Slice1,122,11,0.059977852078607785,ECC,X575,Y575,Z575,6,4,E91,59.011091346534215,True,Replay Attack,19.049296335966513,16
T576,Bank1,Bank3,3432,2017-03-13 17:01:00,USD,Transfer,Failed,Slice2,92,26,0.0717735468461707,AES,X576,Y576,Z576,9,6,BB84,55.99775487066324,True,Quantum Interception,41.42729963714186,29
T577,Bank4,Bank4,277,2017-03-05 11:05:00,USD,Bill Payment,Failed,Slice3,195,22,0.08479540970728963,ECC,X577,Y577,Z577,7,6,BB84,46.42720610240634,False,Replay Attack,28.232191033065202,25
T578,Bank3,Bank2,1837,2017-01-31 01:41:00,GBP,Bill Payment,Pending,Slice1,180,10,0.0859871083470299,AES,X578,Y578,Z578,8,8,E91,49.48346492162708,False,Quantum Interception,82.28297661089188,18
T579,Bank1,Bank1,383,2017-03-22 15:13:00,GBP,Bill Payment,Successful,Slice3,100,14,0.004201613768246327,ECC,X579,Y579,Z579,5,5,E91,15.655437743923917,False,Quantum Interception,57.553877036362934,12
T580,Bank1,Bank3,2833,2017-02-20 17:32:00,GBP,Fund Transfer,Successful,Slice1,141,27,0.024618242184716567,AES,X580,Y580,Z580,8,3,BB84,81.87838639459999,False,Quantum Interception,72.0560397269576,29
T581,Bank2,Bank2,3212,2019-03-06 17:52:00,USD,Transfer,Pending,Slice3,167,22,0.056717706192778806,AES,X581,Y581,Z581,7,5,E91,17.551091980422285,True,Man-in-the-Middle,29.740603866164715,10
T582,Bank2,Bank2,2422,2017-11-26 11:34:00,EUR,Bill Payment,Successful,Slice1,65,25,0.09008108512528733,ECC,X582,Y582,Z582,4,8,BB84,95.48888775125346,False,Quantum Interception,93.57345923593915,22
T583,Bank4,Bank1,4647,2017-06-10 13:52:00,EUR,Fund Transfer,Pending,Slice1,70,10,0.08749939452038072,ECC,X583,Y583,Z583,9,3,E91,59.057238032426426,False,Quantum Interception,22.477202225375226,28
T584,Bank1,Bank1,4423,2019-11-26 12:52:00,EUR,Transfer,Successful,Slice2,157,26,0.028597811687298483,AES,X584,Y584,Z584,5,5,BB84,6.142375136441447,True,Man-in-the-Middle,3.953533840149792,29
T585,Bank2,Bank4,3205,2019-05-28 13:29:00,USD,Transfer,Successful,Slice1,117,7,0.010315738041201051,AES,X585,Y585,Z585,4,8,E91,34.57760398036446,False,Replay Attack,16.488454594530012,21
T586,Bank3,Bank3,739,2016-08-15 10:56:00,USD,Bill Payment,Successful,Slice1,110,24,0.09912189572105488,AES,X586,Y586,Z586,4,8,E91,28.19719175096248,False,Man-in-the-Middle,54.42395486079468,16
T587,Bank2,Bank4,4365,2017-09-14 08:17:00,USD,Bill Payment,Pending,Slice3,107,17,0.04570595873830992,AES,X587,Y587,Z587,7,8,E91,4.356085183338243,True,Replay Attack,12.6614787934772,11
T588,Bank3,Bank3,2393,2015-01-01 14:44:00,USD,Fund Transfer,Pending,Slice1,154,26,0.09140323333118988,ECC,X588,Y588,Z588,8,7,BB84,42.0496540927993,False,Replay Attack,50.084766760241585,15
T589,Bank2,Bank2,3491,2016-01-02 16:52:00,USD,Fund Transfer,Failed,Slice1,184,5,0.09950425189429564,ECC,X589,Y589,Z589,8,5,BB84,88.34197988957008,True,Replay Attack,3.842012981187637,25
T590,Bank2,Bank4,4308,2015-06-13 23:06:00,GBP,Fund Transfer,Successful,Slice3,102,21,0.006067398179235251,AES,X590,Y590,Z590,8,8,BB84,96.85774497735639,False,Man-in-the-Middle,21.72433484440348,13
T591,Bank3,Bank4,2430,2015-03-27 23:44:00,USD,Transfer,Successful,Slice2,52,29,0.08330938269868769,AES,X591,Y591,Z591,4,3,BB84,36.055432046893735,True,Quantum Interception,74.77683348112663,18
T592,Bank2,Bank2,945,2020-03-25 02:43:00,GBP,Transfer,Successful,Slice1,194,15,0.009071189926363589,AES,X592,Y592,Z592,4,5,BB84,36.31739431339119,True,Quantum Interception,42.35489051033422,27
T593,Bank3,Bank4,2478,2016-12-12 15:47:00,USD,Bill Payment,Pending,Slice3,79,27,0.023138028017220303,ECC,X593,Y593,Z593,6,3,E91,1.648554081443554,True,Replay Attack,63.594692224960085,15
T594,Bank4,Bank1,2978,2020-06-25 00:15:00,GBP,Bill Payment,Successful,Slice1,128,25,0.012876682320287148,AES,X594,Y594,Z594,6,4,BB84,74.57910272962106,False,Quantum Interception,7.592802809369759,11
T595,Bank1,Bank4,4600,2019-02-04 01:36:00,USD,Fund Transfer,Pending,Slice2,168,29,0.04138797740834041,ECC,X595,Y595,Z595,5,5,BB84,6.694554909664607,True,Man-in-the-Middle,58.36033021085703,17
T596,Bank3,Bank4,3302,2020-07-28 16:15:00,GBP,Transfer,Pending,Slice2,54,23,0.06977499058071138,ECC,X596,Y596,Z596,9,4,BB84,79.48471889929888,False,Replay Attack,93.34435548289622,21
T597,Bank4,Bank1,1961,2019-06-19 21:53:00,USD,Transfer,Pending,Slice2,85,26,0.04708758221888104,AES,X597,Y597,Z597,6,8,BB84,73.8364384473064,True,Replay Attack,51.991441057166455,25
T598,Bank2,Bank1,3953,2020-11-09 11:00:00,GBP,Bill Payment,Successful,Slice1,128,29,0.057730910380675265,ECC,X598,Y598,Z598,4,5,E91,2.682729071905865,False,Quantum Interception,77.99798253261963,14
T599,Bank4,Bank2,3529,2020-09-09 01:04:00,EUR,Fund Transfer,Failed,Slice3,180,17,0.01603637762612773,AES,X599,Y599,Z599,4,5,E91,29.694354054305606,True,Man-in-the-Middle,56.416969476197835,23
T600,Bank3,Bank4,175,2019-07-12 17:47:00,GBP,Fund Transfer,Pending,Slice3,119,9,0.09492775395695263,AES,X600,Y600,Z600,7,6,BB84,87.21024670544996,True,Replay Attack,0.6454966746465507,27
T601,Bank2,Bank4,1711,2018-02-22 23:30:00,EUR,Bill Payment,Failed,Slice1,156,10,0.004145419861850331,ECC,X601,Y601,Z601,4,8,E91,42.810383139615936,True,Man-in-the-Middle,16.85296828319305,20
T602,Bank4,Bank3,3339,2016-07-01 07:15:00,GBP,Bill Payment,Pending,Slice1,56,29,0.03316607618836103,AES,X602,Y602,Z602,8,4,E91,24.966372635056356,True,Quantum Interception,83.34366024638932,13
T603,Bank1,Bank1,2516,2020-07-16 06:35:00,GBP,Bill Payment,Successful,Slice1,162,22,0.06716997252817657,ECC,X603,Y603,Z603,5,7,E91,97.64960404637819,True,Replay Attack,59.1418497536466,22
T604,Bank3,Bank3,3376,2015-12-14 09:44:00,GBP,Fund Transfer,Successful,Slice1,162,22,0.0711263460462808,AES,X604,Y604,Z604,4,4,E91,53.19135270781871,False,Replay Attack,75.78592481271087,26
T605,Bank1,Bank1,2683,2016-08-24 02:45:00,GBP,Fund Transfer,Failed,Slice1,138,5,0.01359298200369098,AES,X605,Y605,Z605,8,8,BB84,12.361944191449425,False,Man-in-the-Middle,73.93181515143401,29
T606,Bank2,Bank4,3785,2017-04-30 15:30:00,GBP,Fund Transfer,Successful,Slice1,116,24,0.06939065915548233,ECC,X606,Y606,Z606,9,8,E91,85.19568623660201,False,Man-in-the-Middle,97.9223737442464,27
T607,Bank1,Bank2,4655,2016-06-03 18:01:00,EUR,Transfer,Failed,Slice1,132,25,0.052129392774253436,AES,X607,Y607,Z607,9,6,E91,28.21503551900323,False,Man-in-the-Middle,62.874230128252066,25
T608,Bank4,Bank3,3786,2019-03-14 20:04:00,EUR,Transfer,Pending,Slice3,154,26,0.08569063429538872,ECC,X608,Y608,Z608,4,7,E91,93.56015487796125,True,Replay Attack,97.62967957805964,13
T609,Bank1,Bank3,324,2020-03-29 11:51:00,EUR,Transfer,Pending,Slice2,68,15,0.025578378448919838,ECC,X609,Y609,Z609,6,5,E91,44.45314383588388,False,Man-in-the-Middle,32.186121244017784,26
T610,Bank3,Bank2,1962,2017-02-28 19:49:00,GBP,Bill Payment,Successful,Slice2,112,21,0.07022715795767029,ECC,X610,Y610,Z610,5,6,BB84,47.43566141968151,False,Replay Attack,27.140169218189737,10
T611,Bank1,Bank1,4981,2020-12-20 06:57:00,USD,Bill Payment,Successful,Slice2,108,27,0.08991193586614803,AES,X611,Y611,Z611,9,7,E91,52.627293295260976,True,Replay Attack,41.60777153881226,21
T612,Bank3,Bank1,4444,2019-06-11 16:42:00,USD,Fund Transfer,Pending,Slice2,69,19,0.0820484884448576,ECC,X612,Y612,Z612,4,8,BB84,63.884247469518094,False,Quantum Interception,31.661007158446075,28
T613,Bank1,Bank1,3646,2020-11-28 12:04:00,GBP,Bill Payment,Successful,Slice3,90,23,0.07194696361874055,ECC,X613,Y613,Z613,4,4,BB84,62.51179192488504,True,Replay Attack,37.634225525949624,10
T614,Bank3,Bank2,1873,2015-12-12 10:44:00,USD,Transfer,Successful,Slice3,58,21,0.0279378901585184,ECC,X614,Y614,Z614,7,5,BB84,9.656523506059834,True,Replay Attack,65.14936777523471,15
T615,Bank4,Bank1,2110,2015-04-13 21:08:00,GBP,Bill Payment,Failed,Slice1,188,10,0.07221254871968975,AES,X615,Y615,Z615,9,6,E91,25.48965425941442,True,Man-in-the-Middle,80.92424430773619,13
T616,Bank2,Bank4,4328,2015-07-01 18:22:00,EUR,Transfer,Failed,Slice2,187,20,0.0017638001117111224,ECC,X616,Y616,Z616,5,3,BB84,66.7869287290166,True,Quantum Interception,12.644768678100194,28
T617,Bank1,Bank3,3002,2018-10-03 02:37:00,USD,Fund Transfer,Successful,Slice2,145,5,0.06037999427572789,ECC,X617,Y617,Z617,8,4,E91,12.348675388764663,False,Quantum Interception,61.827762237157,24
T618,Bank1,Bank2,1026,2020-12-06 06:10:00,EUR,Transfer,Failed,Slice2,160,20,0.0871865238229867,ECC,X618,Y618,Z618,8,5,BB84,96.24283425177795,False,Quantum Interception,9.76696916405343,22
T619,Bank3,Bank3,3904,2017-09-04 21:15:00,GBP,Fund Transfer,Successful,Slice3,75,7,0.07023183922714907,ECC,X619,Y619,Z619,7,3,E91,54.42835644901087,True,Replay Attack,11.292714416228423,29
T620,Bank1,Bank1,2037,2019-10-04 21:56:00,GBP,Bill Payment,Successful,Slice3,83,22,0.028234573464679072,AES,X620,Y620,Z620,4,7,E91,67.09726938869984,True,Man-in-the-Middle,87.0930217533066,15
T621,Bank2,Bank2,710,2018-06-06 08:28:00,USD,Transfer,Pending,Slice1,128,18,0.038821862831158384,AES,X621,Y621,Z621,8,7,E91,34.37470918214351,False,Quantum Interception,2.2339834463788844,21
T622,Bank4,Bank3,4380,2017-01-07 18:16:00,USD,Fund Transfer,Pending,Slice1,168,6,0.08680140971480128,AES,X622,Y622,Z622,6,6,BB84,91.72135559899317,True,Man-in-the-Middle,23.109383305628338,18
T623,Bank2,Bank2,4450,2020-08-29 18:19:00,USD,Transfer,Failed,Slice1,163,6,0.08428203608919688,AES,X623,Y623,Z623,5,5,E91,15.698878103763258,False,Man-in-the-Middle,80.55058909460129,18
T624,Bank3,Bank1,2640,2020-07-08 04:51:00,GBP,Bill Payment,Pending,Slice2,171,11,0.04661709738629969,ECC,X624,Y624,Z624,7,5,BB84,60.81609369750605,False,Quantum Interception,90.34645741545515,17
T625,Bank2,Bank1,298,2019-07-29 07:25:00,GBP,Transfer,Failed,Slice1,177,12,0.005494641046766369,ECC,X625,Y625,Z625,6,7,BB84,21.540524500262293,True,Quantum Interception,85.54278409587755,19
T626,Bank1,Bank2,4355,2017-12-27 08:45:00,EUR,Fund Transfer,Failed,Slice1,125,18,0.042827892384355595,AES,X626,Y626,Z626,9,8,BB84,7.085852477721999,True,Quantum Interception,98.41608353441947,28
T627,Bank2,Bank1,3418,2018-02-12 19:20:00,EUR,Fund Transfer,Failed,Slice2,190,16,0.0398710576306856,ECC,X627,Y627,Z627,6,7,BB84,90.1874115391443,False,Replay Attack,52.384017665649715,15
T628,Bank2,Bank3,4889,2018-09-06 23:56:00,EUR,Transfer,Successful,Slice2,124,8,0.07228772088295553,AES,X628,Y628,Z628,5,4,BB84,75.01728600150503,True,Replay Attack,89.05467338497078,11
T629,Bank1,Bank2,2716,2018-12-14 07:04:00,EUR,Fund Transfer,Pending,Slice3,187,11,0.02547618712626154,AES,X629,Y629,Z629,6,4,BB84,15.794573605659822,True,Man-in-the-Middle,35.26388346738183,29
T630,Bank1,Bank3,4999,2019-09-27 04:08:00,EUR,Bill Payment,Successful,Slice3,55,6,0.07367529929733076,AES,X630,Y630,Z630,4,6,E91,89.20200356265454,True,Quantum Interception,23.83456759290754,24
T631,Bank2,Bank1,824,2019-01-25 12:05:00,GBP,Fund Transfer,Pending,Slice1,102,25,0.09634661509659365,ECC,X631,Y631,Z631,7,5,E91,56.43689074716409,False,Man-in-the-Middle,49.52878518188204,17
T632,Bank1,Bank1,3842,2015-12-25 14:19:00,EUR,Bill Payment,Failed,Slice1,163,10,0.017558819862111996,AES,X632,Y632,Z632,5,4,BB84,33.467608782916734,False,Replay Attack,7.0885809400962785,12
T633,Bank3,Bank4,2581,2018-06-04 18:21:00,USD,Transfer,Pending,Slice1,63,19,0.08251497369182809,ECC,X633,Y633,Z633,6,5,BB84,1.9006106252816513,False,Man-in-the-Middle,31.80320957420427,29
